1,06796727569794
1,09637007536256
1,10219976353008
1,11537673582359
1,09623123661659
1,06176639273487
1,10087446755547
1,08223991989372
1,07350729096587
1,1542464686712
1,07346145504935
1,09794817588626
1,1570918057893
1,07146604376333
1,12193514198704
1,05923812902457
1,06461524199924
1,05656138502679
1,11155228317212
1,05125487045866
1,04463291025425
1,05709778861438
1,09878879360192
1,06803288314724
1,04125176509589
1,0576789012621
1,04637224336308
1,03772288483816
1,09513056727628
1,09029380580794
1,12246205900849
1,03813927652846
1,04236077494355
1,05976646620857
1,06331831182261
1,0713211808797
1,05968179126738
1,03853815575365
1,06251146083119
1,05112835520484
1,04576907009482
1,09472747364091
1,04574089786593
1,06072863981656
1,09642933775879
1,0445140231702
1,07529133401641
1,12457763753656
1,13625491104938
1,1187875792932
1,24079935191203
1,10735411413899
1,09317034901239
1,11994665174536
1,21190641553621
1,14370884225972
1,08596412580124
1,12120302302214
1,09688684921064
1,0784689481711
1,20368920848417
1,1928684950776
1,26577117452554
1,07935196764181
1,08832507682605
1,12572228305877
1,13343278878206
1,15090413036854
1,12553879436631
1,08019819490379
1,13167888500677
1,10708225397741
1,09559729723005
1,20278551193134
1,09553708542569
1,12780836276705
1,20660327867537
1,09291655319013
1,15962207876181
1,28284575084126
1,31127028264224
1,26887380471263
1,58047806617642
1,24152123367929
1,20802664918596
1,27166427886331
1,50341961869284
1,32958673221467
1,19119476048327
1,27469266078818
1,21675625211759
1,17382035321804
1,48187564503105
1,4537563985587
1,64872124566606
1,17586024916111
1,19669558559011
1,28561746355407
1,3043705631559
1,34739507746491
1,2851729402888
1,17781690713205
1,30009219278401
1,24087469011495
1,21372348818186
1,4795163539008
1,21358198003359
1,29067695509961
1,48949697955146
1,20743172587864
1,36913989996356
17,439494997853
22,426982699739
15,3797225135678
191,216095045265
11,9763800991614
8,74992223856979
15,7724137655377
107,739650969574
26,2974953725081
7,44844200573978
16,2089247353681
9,50372916731853
6,29257172240784
91,2917667510031
73,272390792373
310,620875224123
6,41922775546833
7,85290294059069
17,876878967445
21,1093114910336
30,6360377705787
17,8060645216783
6,54289796705234
20,3281581057298
11,9049931725054
9,23538014911857
89,6374590991944
9,22302963145945
18,7011938720186
96,8280448157782
8,70059322101605
36,8155854953609
1,03907874257368
1,04258934615461
1,03732893521357
1,07298662015148
1,03385564489762
1,02951312958844
1,03767970468558
1,06476390964021
1,04481757473321
1,0272923159936
1,03805964361678
1,03065462839592
1,02497189710544
1,0624012753122
1,05927344457228
1,07999013884387
1,02524583283989
1,02802100406331
1,03942394594917
1,04174315063442
1,04695922799408
1,03936862515566
1,02550821307311
1,0412165384683
1,03377276510437
1,03025884643542
1,06214077966356
1,0302403589059
1,04005246050371
1,06324037643584
1,02943508257797
1,04954204815519
1,12733975490382
1,13929158694932
1,12141451947598
1,24640553478433
1,10971600853786
1,09520695126174
1,12260060094508
1,21678289781131
1,14692212032018
1,08783696321933
1,12388627748938
1,09900830789007
1,0801725382813
1,20836084211517
1,19727221035918
1,27201965596649
1,08107543937616
1,09025145575394
1,1285111993793
1,13640287416372
1,15428886846057
1,12832341309178
1,08194073435016
1,1346076611448
1,10943787684217
1,09768928187337
1,20743469027501
1,09762769465871
1,13064618331208
1,21134742078589
1,09494737052372
1,16321584994192
1,44303713384316
1,49036146616697
1,41995537513565
1,96199923423575
1,37511608555278
1,32084108583281
1,42455571073196
1,8227843803705
1,52111517983033
1,29383252285385
1,42955365638601
1,33491899211469
1,26614192227386
1,78445476680845
1,73482185621774
2,08800013141705
1,26938305444789
1,30263948233873
1,44763019866944
1,47882905794786
1,55120831246925
1,44689325433011
1,27249442914253
1,47169250721554
1,37406179730031
1,330022739123
1,78027317426154
1,32979442194355
1,45602645686553
1,79798425583894
1,31988341931237
1,58820889485335
303,181132012773
501,251748252397
235,825846603188
36352,9200351569
143,04247812712
76,3786923371564
248,015419002091
11548,2344963507
689,07568227398
55,3568848964642
261,925467928825
90,0974412635422
39,5164269001637
8292,9075707531
5343,54366094849
95878,2107467593
41,1222974150228
61,5284480411322
318,570771444248
444,110730459885
935,040439738094
316,053285307444
42,7211544319535
411,867195404036
141,343239502145
85,083939563747
7995,23828418231
84,8566503211434
348,609853144528
9328,6285493999
75,5203965393314
1350,02200972484
1,2713811253407
1,29852558604288
1,25803047319819
1,55461910829826
1,2318787968894
1,19982642219165
1,26069728422285
1,48148794525623
1,31600591031345
1,18370723928132
1,26359122123967
1,20818319675101
1,16705989553627
1,46101807368225
1,43428458269265
1,6192768255912
1,16901488597781
1,18897604262438
1,27402896293168
1,29193855535225
1,33299300420723
1,2736043204425
1,17088998816414
1,28785344631285
1,23126038987808
1,20528020339585
1,45877575912398
1,20514474393767
1,27886180230121
1,46826065497803
1,19925682813121
1,35372408127774
1,69477906620134
1,77529983955811
1,6559220215271
2,63653354084644
1,58122826643745
1,49223690242112
1,66364452858696
2,3716755754171
1,82823275756286
1,44854254178562
1,67204689792436
1,51516839364554
1,40415814740019
2,3002694919875
2,2088017192198
2,88348099729184
1,40933146769374
1,46274689334644
1,70254397518268
1,75557301689385
1,88048498951934
1,7012973888215
1,41430312766891
1,74339926026699
1,57948470595543
1,50718080473214
2,2925197528929
1,50680864961991
1,71676638558925
2,32539820612181
1,49068083675308
1,94534228587049
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1,85696361142306
1,96089430963954
1,80711236022719
3,11867998939793
1,71185629165779
1,59938303125139
1,8170038931859
2,75440509309973
2,02966513683507
1,54457893393494
1,82777527985892
1,62825704176126
1,48920186830551
2,65736549829564
2,53382471034175
3,46410161513775
1,49564104272532
1,56236389156703
1,8669494286697
1,9353552461104
2,09789084621746
1,86534576282324
1,50183307254761
1,91961940999481
1,70964190681549
1,6181908785641
2,64686481342503
1,61772210410967
1,88526015926951
2,69145629875849
1,59742649349853
2,18303210611323
1,41155994634563
1,45502579302773
1,39032915793205
1,88407131969625
1,34902594049718
1,29892238009814
1,39456222926958
1,75815004513761
1,48322743843601
1,27394376329817
1,39916023626444
1,31192998743244
1,24830178767827
1,72338065776221
1,67829094384269
1,99757673562557
1,25130486106243
1,28209221146662
1,41578223843265
1,44444140402905
1,51079014243809
1,41510483786157
1,25418727379341
1,43788902778295
1,34805382981111
1,30740692118259
1,71958476963036
1,30719598166755
1,42349863285499
1,73565854697434
1,29803722005302
1,54463549061991
1,13708549082566
1,15001128386591
1,13068104633742
1,26627813227222
1,11804355272784
1,10238322084618
1,13196285915335
1,23404967044717
1,15826873452761
1,09443412600863
1,13335241544315
1,10648477780119
1,08617156025383
1,22489697243506
1,21285335343701
1,29418989065293
1,08714470663098
1,09703791587597
1,138351963625
1,14688627203655
1,16624447187649
1,13814893763714
1,08807737592301
1,14494449645261
1,11774321277461
1,10506147019643
1,22389075272479
1,10499501692512
1,14066038159399
1,22814212450177
1,10210317777441
1,17591432074806
103,619505799529
155,873068289948
84,4948835199224
5054,84712879953
56,2986009899745
33,8221003999673
88,0248963922943
1991,83198415882
201,843657434742
26,0414788616196
92,0135967547949
38,6778479577344
19,8050561295862
1522,16816404981
1065,23912763051
11111,1111955556
20,4562264072721
28,3756283188681
107,871113365352
141,280512341496
258,626269476606
107,178309735922
21,0998221868596
132,891821000225
55,7548573946925
36,9206238418649
1477,64423568478
36,8405058698188
116,061043517114
1674,83069577105
33,5131091742598
348,509295058893
1,60161879458015
1,66938839412893
1,56879244066504
2,3763552968351
1,50545722955358
1,42957738373358
1,57532291285416
2,16202541873279
1,71375882374445
1,39214455454021
1,5824246159059
1,44917555092314
1,35399644227657
2,10381271940316
2,02896066799502
2,57411538641589
1,35844945827132
1,4043264837937
1,60816885036796
1,65281652805387
1,75742381502744
1,60711751386941
1,36272724155066
1,64257980055681
1,50397503381766
1,44235267104762
2,09748331343638
1,44203468734321
1,62015781518053
2,12432029699743
1,42824634372604
1,81144214814659
1,1366954333458
1,14958208937908
1,13031023571063
1,26548001126956
1,11771043685498
1,10209628796982
1,13158820409323
1,23335677762795
1,15781433518116
1,09417040921866
1,13297358843818
1,10618580617348
1,08593181209871
1,22423355782674
1,21222845024411
1,29329886932925
1,08690214417503
1,09676661134799
1,13795808870678
1,14646657515163
1,16576557874768
1,13775567493824
1,08783211404738
1,14453068963674
1,11741098813703
1,10476668080757
1,22323056777789
1,10470042268294
1,14025953892856
1,22746827895266
1,10181706539077
1,17540553648619
1,37933217345641
1,41891930390845
1,35996637599058
1,80577944257348
1,32223428779721
1,27635847382025
1,36382917077133
1,69291907178033
1,44456184395875
1,25344350606206
1,36802408946518
1,2882797139199
1,22988864058079
1,66166211102743
1,6210642793923
1,90707829724842
1,23264894467926
1,26092203733665
1,38318122828404
1,40928681180686
1,46959186885159
1,38256375963843
1,23529792490244
1,40332134887721
1,32134530351963
1,28413530651695
1,65824714222549
1,2839420028647
1,39021353254745
1,67270446252627
1,27554695060603
1,50028546986558
56,704499341027
80,8928954802994
47,4807746085064
1669,41000520879
33,3497210737272
21,4064008514562
49,2021136170977
742,420705439833
101,291474807999
17,051317158509
51,1363767109274
24,0567335629313
13,437336448459
587,53276263452
430,679774576654
3312,66237337885
13,8209369647503
18,3736224675054
58,723574100147
74,2620989584846
125,673798195811
58,395279510551
14,1985193782917
70,4103840983151
33,069289573597
23,1029093860206
572,551059978204
23,0592825690726
62,5842586057598
638,481131919727
21,2361409292725
162,913785099918
1,09484626817545
1,10361005097835
1,09049314069725
1,1811850061951
1,08188200198672
1,07117120784763
1,0913649745181
1,15990015047142
1,10919346797401
1,06571733088914
1,09230976226596
1,07398075342282
1,06003599475928
1,15382563409604
1,14581203229342
1,1994902461881
1,06070578965241
1,06750507362351
1,09570623844797
1,10149394197548
1,11457527458897
1,09556839713457
1,06134755929551
1,10017820834368
1,08167700368766
1,07300614322218
1,15315700571987
1,07296063029493
1,09727299365433
1,15598092106803
1,07097926754757
1,1210856993015
1,06574564051088
1,07173318090701
1,0627662285163
1,12413381345239
1,05686206567847
1,04949875376587
1,06336322067786
1,10986087476193
1,07554047812045
1,04574099086741
1,06401000831998
1,05143233159781
1,04182042180556
1,10577325885976
1,10037100671466
1,13634765440366
1,04228295724158
1,04697338778154
1,06633381322681
1,07028872382861
1,07920490923989
1,06623954653248
1,04272605803045
1,06939018744658
1,05672134023956
1,05076175855353
1,10532294031869
1,05073043930995
1,06740503560486
1,10722430827182
1,04936660214886
1,08363078513789
0,941017173730323
0,935997130781923
0,943535754968379
0,894295650571202
0,948567709553249
0,95492078416857
0,943029995541278
0,905272893967129
0,932833451351403
0,958196682707684
0,942482676453851
0,953244070639349
0,961639128381097
0,908467669546886
0,912725517506159
0,885116103525305
0,961231683398124
0,957119785365993
0,940521600570543
0,937203160668078
0,929809092837339
0,940600990334553
0,960841689634051
0,937954987944183
0,948688316486912
0,953824878908628
0,908821039186119
0,953852023381838
0,939620398584656
0,907330927143785
0,955035600711472
0,926182949385865
129,245012287089
198,238282138279
104,371796871994
7587,05090960517
68,2108796233913
39,9962055787159
108,944345776043
2859,94791257557
259,882142697274
30,4142771804516
114,121551805863
46,0314711206383
22,831087174224
2157,77764727085
1484,60035795173
17314,515528885
23,6181050389815
33,2761100970476
134,805939997312
178,840520521904
336,946116931091
133,899058326122
24,3971416618081
167,732038968498
67,52087314529
43,8429744551048
2091,70293621008
43,7433096947181
145,547153673938
2385,01727284904
39,6134929733077
460,543616662253
1,54067224692194
1,60039075786417
1,51167131187925
2,21283346852663
1,45557447152582
1,38810941316567
1,51744470598914
2,02898744918869
1,63938138521692
1,35471988153943
1,52372087127498
1,40556186761835
1,3206161378711
1,97880042602232
1,91409928823526
2,38125479389819
1,32460109506671
1,36559400564598
1,54645310280843
1,58580640047421
1,67767099554095
1,5455253599255
1,32842822517463
1,57679137917801
1,45425937306626
1,39948821257864
1,97333680180091
1,39920508923713
1,5570291377693
1,99649355308214
1,38692339078687
1,72493129353181
1,72153803631402
1,80581749984492
1,68090933313166
2,71353806568667
1,60289003522191
1,51007981486715
1,68898170915865
2,43328275218441
1,86128352059159
1,46456995623585
1,69776601258314
1,53398002134311
1,41838312249099
2,35788037422369
2,2613953428255
2,97559875745926
1,42376432410867
1,47936008461139
1,72966031782353
1,78515913203248
1,91608308493507
1,72835628425857
1,42893631479668
1,77241393731953
1,60107013448099
1,52565377815262
2,34970105762433
1,52526587646495
1,7445401504346
2,38440761872102
1,50845840818328
1,98416501285168
1,05854976803335
1,06386253491805
1,05590494224474
1,11022519171184
1,05066148002381
1,04411778284971
1,05643495567079
1,09762012240078
1,06723912066811
1,04077641794749
1,05700914211088
1,04583660453684
1,0372889253774
1,09400699779916
1,08922965866531
1,12099825887689
1,03770044047252
1,04187239342673
1,05907179625645
1,06258115246092
1,07048780156577
1,05898813263047
1,03809464645229
1,06178396516746
1,05053646438931
1,04524054796397
1,09360886551409
1,04521270803748
1,06002247284097
1,09528977152076
1,04400029658483
1,07440997293609
1,20220252727298
1,22184047195163
1,19250808391473
1,40272381605457
1,17344845016062
1,14995914077562
1,19444647067425
1,3518309852091
1,23443612663168
1,13809120357298
1,1965488646148
1,15609727411105
1,12579480068036
1,33748180257127
1,31867109799101
1,44725656442213
1,12724094362979
1,14197454062174
1,20412240301482
1,21708387863933
1,24663907827703
1,20381456882508
1,12862746236402
1,21413112182065
1,17299661393257
1,15396612168364
1,33590712466715
1,15386664867347
1,20762416977278
1,34256410473615
1,14954040634849
1,26148261138779

